fecha,year,month,prod_caldas_miles_sacos,prod_nacional_miles_sacos,precip_mm,ndvi_mean,ndvi_median,ndvi_p90,precio_interno_cop
2012-03-01,2012,3,48.61145369846554,576.0,256.06857,0.741327378243856,0.7910174495514957,0.869082333737725,727564.5161290322
2012-04-01,2012,4,48.94903323803821,580.0,391.02155,0.6960933694177311,0.7558869527726073,0.8534413847744744,703033.3333333334
2012-05-01,2012,5,58.14807569139367,689.0,280.98782,0.7512732320263167,0.7949194380162591,0.8612533699684238,670334.6774193548
2012-06-01,2012,6,60.25794781372291,714.0,143.41666,0.7984097355106565,0.8184149935634235,0.8769126614752648,592504.1666666666
2012-07-01,2012,7,56.375783108637116,668.0,113.632454,0.7696934252641564,0.7929606203784217,0.8632618827548852,648096.7741935484
2012-08-01,2012,8,47.68310996464067,565.0,188.41913,0.7405215674857927,0.7636649899951993,0.8535048697314955,611620.9677419355
2012-09-01,2012,9,43.80094525955489,519.0,130.83183,0.7487648614569642,0.7714999310580257,0.8652150025073956,623425.0
2012-10-01,2012,10,55.109859835239575,653.0,350.45218,0.7851648393776948,0.8105199983049315,0.8847568780598769,589463.7096774194
2012-11-01,2012,11,64.98406136774038,770.0,268.76562,0.6548513265418701,0.7636726921789195,0.8730042159890661,538683.3333333334
2012-12-01,2012,12,76.29297594342508,904.0,176.02638,0.7881890553929902,0.8145084383899225,0.876865213319746,521262.0967741936
2013-01-01,2013,1,69.83454530076715,877.0,86.76403,0.7901440461904442,0.8027104566534179,0.8690815696118259,527979.8387096775
2013-02-01,2013,2,49.768062500546705,625.0,264.31677,0.7091641016992564,0.7715039430881406,0.8574343503824515,504406.25
2013-03-01,2013,3,49.13103130053971,617.0,245.21565,0.6945451669088035,0.7559173916556698,0.8574075562684829,512520.1612903226
2013-04-01,2013,4,77.24003300084848,970.0,256.1024,0.714335136967317,0.7792609709336912,0.8690907707731698,515554.1666666667
2013-05-01,2013,5,74.61227930081962,937.0,398.13092,0.7864561469228658,0.8223448267096158,0.8847377094046838,511000.0
2013-06-01,2013,6,72.70118570079863,913.0,185.43138,0.797812623885769,0.8223303939078233,0.884705074181557,476450.0
2013-07-01,2013,7,82.09739590090184,1031.0,83.86624,0.7828204550921152,0.806576707387806,0.8769236785888676,467209.67741935485
2013-08-01,2013,8,61.314253000673546,770.0,235.89636,0.7410825240775457,0.7870872334355381,0.876872729659355,452133.06451612903
2013-09-01,2013,9,68.48085400075227,860.0,269.12637,0.7866986453217023,0.802701750470315,0.8651684008811661,435562.5
2013-10-01,2013,10,84.24737620092547,1058.0,302.71942,0.754181573356769,0.8007877506514899,0.870952966666019,407205.6451612903
2013-11-01,2013,11,88.62696570097359,1113.0,304.00723,0.6874339628094692,0.7637789920285644,0.8809101067029599,384812.5
2013-12-01,2013,12,88.78622350097532,1115.0,229.66594,0.8089893682991226,0.8184106573522912,0.8886977762718375,401649.1935483871
2014-01-01,2014,1,79.43639483496787,1011.0,171.83371,0.7136983783615974,0.7754195011042124,0.8768768780878133,429661.29032258067
2014-02-01,2014,2,68.67201689986342,874.0,225.04637,0.6274882447470735,0.7246106870175492,0.8690272520788059,602312.5
2014-03-01,2014,3,65.05770022092324,828.0,207.3042,0.7724055639902127,0.8026898778066552,0.8808732291353565,758745.9677419355
2014-04-01,2014,4,65.3719886277876,832.0,241.91988,0.7524407685528268,0.7948701248499623,0.8729112446821992,796837.5
2014-05-01,2014,5,82.50070680189542,1050.0,307.30075,0.8030845413294752,0.824269780972492,0.8787920837794589,743899.1935483871
2014-06-01,2014,6,74.17206401998979,944.0,134.70978,0.7970299128758147,0.8105092859368891,0.8690443344133496,664916.6666666666
2014-07-01,2014,7,97.11511772108832,1236.0,52.84032,0.7401316411461202,0.7715176176703594,0.8535010350910945,644649.1935483871
2014-08-01,2014,8,90.43648907522059,1151.0,142.85512,0.7564615400811893,0.7831854895943661,0.8651279509528353,715620.9677419355
2014-09-01,2014,9,71.65775676507488,912.0,247.73817,0.7145222592951986,0.7696346856117006,0.8709307859400918,715708.3333333334
2014-10-01,2014,10,86.50788398941604,1101.0,344.13034,0.5903699875330258,0.6446495655314777,0.8552872740984454,805931.4516129033
2014-11-01,2014,11,87.60789341344132,1115.0,249.783,0.7571177761137723,0.8104879224122533,0.9003539611127744,771579.1666666666
2014-12-01,2014,12,85.3293024636747,1086.0,185.33125,0.8197023863189783,0.8300986634466974,0.8847664003828152,781745.9677419355
2015-01-01,2015,1,83.67757267226371,1088.0,163.56314,0.7993344395161781,0.8104928865368988,0.8690601738600205,768548.3870967742
2015-02-01,2015,2,79.13991018360235,1029.0,152.09175,0.7369037829157776,0.7714865582660475,0.8612826186339722,724982.1428571428
2015-03-01,2015,3,61.52762696489978,800.0,210.27696,0.7385528900583486,0.7793069798046534,0.8809254297283025,684923.3870967742
2015-04-01,2015,4,71.06440914445925,924.0,268.74768,0.7903805221334852,0.8105188776938321,0.8729561059540338,687370.8333333334
2015-05-01,2015,5,89.59960676763531,1165.0,201.4093,0.7522554422670285,0.8066322887936258,0.8808646369183629,631318.5483870967
2015-06-01,2015,6,95.36782179559466,1240.0,91.344025,0.8021905115331747,0.8184065617946442,0.8769045881522028,671900.0
2015-07-01,2015,7,112.51864781206048,1463.0,134.54955,0.7474486111742681,0.7792692322350646,0.8651629355184556,678778.2258064516
2015-08-01,2015,8,97.21365060454166,1264.0,110.50544,0.7409548483637547,0.7754784546326844,0.8729611255739522,772657.2580645161
2015-09-01,2015,9,81.37028666107996,1058.0,160.20634,0.728913937755938,0.7519135787032611,0.8690710825921067,718670.8333333334
2015-10-01,2015,10,105.21224210997863,1368.0,249.21764,0.6161779016716182,0.6992935561076458,0.8320329550574701,733637.0967741936
2015-11-01,2015,11,101.6744035594969,1322.0,242.09456,0.7660270498084092,0.7988102754699223,0.8769670163868643,735033.3333333334
2015-12-01,2015,12,111.82646200870536,1454.0,82.86896,0.8176974083053499,0.8301375424576711,0.8886137228941817,789258.0645161291
2016-01-01,2016,1,86.3066286969612,1136.0,67.32574,0.7637326059906605,0.7832167027198678,0.8612582685282835,787528.2258064516
2016-02-01,2016,2,83.26766289777242,1096.0,123.44891,0.6989398128063726,0.7363039618834472,0.8496463501045524,791775.8620689656
2016-03-01,2016,3,71.71959286085509,944.0,178.31668,0.7188695313878561,0.7714597027926359,0.8768788378469854,799129.0322580645
2016-04-01,2016,4,79.2410332138473,1043.0,267.59714,0.696233327263683,0.7637029592068031,0.8612501284519573,756366.6666666666
2016-05-01,2016,5,88.35793061141362,1163.0,245.64189,0.792832818201887,0.8223411517590117,0.8768652457225644,755322.5806451613
2016-06-01,2016,6,87.97805988651503,1158.0,105.587234,0.8025852371182758,0.8223046333387334,0.8768927427230898,794433.3333333334
2016-07-01,2016,7,83.72350776765074,1102.0,174.41048,0.7517624361719142,0.802708427413305,0.8769199865713208,835516.1290322581
2016-08-01,2016,8,90.33325838088633,1189.0,158.39444,0.7625305846245526,0.775400726512105,0.8574700964443562,794032.2580645161
2016-09-01,2016,9,78.55726590902982,1034.0,277.77167,0.7608998002885669,0.7949344391868367,0.8729772011992477,860866.6666666666
2016-10-01,2016,10,105.98393224670852,1395.0,335.6767,0.6678837921268328,0.7754071766692178,0.8847873390117574,914612.9032258064
2016-11-01,2016,11,125.58526165147612,1653.0,322.75113,0.7398427320664884,0.8007776692026604,0.8708916211451969,1007533.3333333334
2016-12-01,2016,12,100.20989722824984,1319.0,279.08746,0.7481568485395588,0.7988211435266434,0.8886967972306163,860806.4516129033
2017-01-01,2017,1,97.27844506780146,1275.0,175.7029,0.7648435733027228,0.8105009738111412,0.8886377225952176,883225.8064516129
2017-02-01,2017,2,98.65178782169984,1293.0,102.0928,0.8019293410806776,0.8144662463374567,0.8848103369310194,859285.7142857143
2017-03-01,2017,3,77.82275605424117,1020.0,384.26236,0.7191181583257148,0.7910471431410238,0.8887144481065851,850064.5161290322
2017-04-01,2017,4,63.63154759729131,834.0,258.67584,0.7002211186445607,0.7597968485193104,0.8652081294134666,804900.0
2017-05-01,2017,5,68.7434345145797,901.0,398.0128,0.8034871031850199,0.8340239077580476,0.8964988869432324,802516.1290322581
2017-06-01,2017,6,80.03536382441077,1049.0,260.63443,0.778366220066511,0.8301048851460247,0.8925368520235717,783400.0
2017-07-01,2017,7,104.75553339458149,1373.0,88.664734,0.7845827350404004,0.8085845806651365,0.8867044085589844,849322.5806451613
2017-08-01,2017,8,98.72808464136085,1294.0,228.58954,0.8074945283800727,0.8300907004046029,0.8886957163642212,851903.2258064516
2017-09-01,2017,9,93.69249454373349,1228.0,302.56946,0.7479400315386779,0.8105226256868685,0.884732672261419,813762.5
2017-10-01,2017,10,81.86648749627527,1073.0,330.58176,0.657082606779454,0.7285408213840319,0.8534569037629237,776919.3548387097
2017-11-01,2017,11,99.49105283797107,1304.0,343.1368,0.6851303931061828,0.7714565677609535,0.8769290441114498,784504.1666666666
2017-12-01,2017,12,118.26007047458216,1550.0,208.46393,0.7999007496487301,0.822270671716491,0.8925911233256951,757967.7419354839
2018-01-01,2018,1,85.12653745318698,1131.0,229.16089,0.7834631354202319,0.806614099071756,0.8847823733980693,763903.2258064516
2018-02-01,2018,2,91.223132973707,1212.0,138.18019,0.7345916691636839,0.7832503096474316,0.8768783479459397,745031.25
