departamento,year,month,chirps_precip_mm
Cauca,2013,3,282.9457
Cauca,2013,4,268.55234
Cauca,2013,5,390.61768
Cauca,2013,6,206.31282
Cauca,2013,7,220.93256
Cauca,2013,8,265.1902
Cauca,2013,9,208.37814
Cauca,2013,10,282.76468
Cauca,2013,11,320.84998
Cauca,2013,12,258.7682
Cauca,2014,1,230.33643
Cauca,2014,2,242.1674
Cauca,2014,3,302.63315
Cauca,2014,4,263.9566
Cauca,2014,5,364.93985
Cauca,2014,6,236.9619
Cauca,2014,7,173.61743
Cauca,2014,8,163.69833
Cauca,2014,9,183.12407
Cauca,2014,10,329.60834
Cauca,2014,11,307.08337
Cauca,2014,12,261.2609
Cauca,2015,1,249.47453
Cauca,2015,2,201.49957
Cauca,2015,3,270.83298
Cauca,2015,4,258.11313
Cauca,2015,5,227.07657
Cauca,2015,6,196.29173
Cauca,2015,7,200.9868
Cauca,2015,8,148.7129
Cauca,2015,9,156.58372
Cauca,2015,10,251.6841
Cauca,2015,11,318.25018
Cauca,2015,12,145.95572
Cauca,2016,1,159.058
Cauca,2016,2,151.59346
Cauca,2016,3,228.78517
Cauca,2016,4,300.23013
Cauca,2016,5,304.80045
Cauca,2016,6,242.4807
Cauca,2016,7,224.89432
Cauca,2016,8,168.76251
Cauca,2016,9,226.56996
Cauca,2016,10,308.491
Cauca,2016,11,310.3444
Cauca,2016,12,318.57452
Cauca,2017,1,320.40085
Cauca,2017,2,170.98076
Cauca,2017,3,410.82614
Cauca,2017,4,286.28723
Cauca,2017,5,339.86798
Cauca,2017,6,270.03235
Cauca,2017,7,168.3695
Cauca,2017,8,245.72897
Cauca,2017,9,214.3901
Cauca,2017,10,267.83902
Cauca,2017,11,286.77206
Cauca,2017,12,255.51627
Cauca,2018,1,223.0638
Cauca,2018,2,158.24638
Cauca,2018,3,220.57939
Cauca,2018,4,297.60046
Cauca,2018,5,348.83243
Cauca,2018,6,239.87285
Cauca,2018,7,206.06024
Cauca,2018,8,164.46771
Cauca,2018,9,170.99826
Cauca,2018,10,307.9396
Cauca,2018,11,370.8877
Cauca,2018,12,129.2335
Cauca,2019,1,187.05878
Cauca,2019,2,174.80742
Cauca,2019,3,294.98233
Cauca,2019,4,337.89868
Cauca,2019,5,370.77933
Cauca,2019,6,216.00992
Cauca,2019,7,210.89618
Cauca,2019,8,101.26412
Cauca,2019,9,209.87823
Cauca,2019,10,283.61032
Cauca,2019,11,371.99677
Cauca,2019,12,301.09555
Cauca,2020,1,131.88455
Cauca,2020,2,174.71277
Cauca,2020,3,164.1417
Cauca,2020,4,230.31334
Cauca,2020,5,294.73233
Cauca,2020,6,260.51907
Cauca,2020,7,312.5482
Cauca,2020,8,193.71045
Cauca,2020,9,170.26433
Cauca,2020,10,219.62097
Cauca,2020,11,287.06482
Cauca,2020,12,356.82956
Cauca,2021,1,201.74187
Cauca,2021,2,260.3302
Cauca,2021,3,388.23718
Cauca,2021,4,317.21375
Cauca,2021,5,281.09808
Cauca,2021,6,355.87888
Cauca,2021,7,203.9483
Cauca,2021,8,269.66898
Cauca,2021,9,243.30836
Cauca,2021,10,328.2014
Cauca,2021,11,350.79056
Cauca,2021,12,236.10605
Cauca,2022,1,231.1936
Cauca,2022,2,300.4531
Cauca,2022,3,301.82996
Cauca,2022,4,323.23737
Cauca,2022,5,287.26315
Cauca,2022,6,333.3671
Cauca,2022,7,291.62292
Cauca,2022,8,167.13814
Cauca,2022,9,228.99306
Cauca,2022,10,627.3606
Cauca,2022,11,315.8176
Cauca,2022,12,222.69824
Cauca,2023,1,314.3154
Cauca,2023,2,155.38072
Cauca,2023,3,348.20737
Cauca,2023,4,304.1008
Cauca,2023,5,312.82745
Cauca,2023,6,166.2863
Cauca,2023,7,226.52455
Cauca,2023,8,192.32365
Cauca,2023,9,158.57414
Cauca,2023,10,258.38843
Cauca,2023,11,290.60974
Cauca,2023,12,337.32422
Cauca,2024,1,104.82088
Cauca,2024,2,216.46857
Cauca,2024,3,200.50697
Cauca,2024,4,303.98798
Cauca,2024,5,340.11362
Cauca,2024,6,301.47812
Cauca,2024,7,176.24997
Cauca,2024,8,172.82465
Cauca,2024,9,150.92535
Cauca,2024,10,262.28424
Cauca,2024,11,240.04214
Cauca,2024,12,332.41415
Cauca,2025,1,213.53992
Cauca,2025,2,373.74783
Cauca,2025,3,344.6585
Cauca,2025,4,362.95807
Cauca,2025,5,299.03244
Cauca,2025,6,325.6666
Cauca,2025,7,143.39192
Cauca,2025,8,195.072
Cauca,2025,9,176.183
Cauca,2025,10,353.64926
Cauca,2025,11,378.82687
Cauca,2025,12,157.28009
Cauca,2026,1,393.9174
Cauca,2026,2,372.27725
