system:index,date_ref,depto,month,ndvi_mean,ndvi_median,ndvi_p90,year,.geo
422_0003000000000000008f,2016-03-01,Caldas,3,0.7188695313878561,0.7714597027926359,0.8768788378469854,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
422_00030000000000000092,2016-03-01,Cauca,3,0.6109345540414034,0.6914944304956895,0.8709624040828519,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
423_0003000000000000008f,2016-04-01,Caldas,4,0.696233327263683,0.7637029592068031,0.8612501284519573,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
423_00030000000000000092,2016-04-01,Cauca,4,0.6965092816140035,0.7773829415224621,0.9020538201615602,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
424_0003000000000000008f,2016-05-01,Caldas,5,0.792832818201887,0.8223411517590117,0.8768652457225644,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
424_00030000000000000092,2016-05-01,Cauca,5,0.7222917378821574,0.7852159829514431,0.8867151521184525,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
425_0003000000000000008f,2016-06-01,Caldas,6,0.8025852371182758,0.8223046333387334,0.8768927427230898,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
425_00030000000000000092,2016-06-01,Cauca,6,0.5825550579183281,0.6992606465097735,0.870978470173088,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
426_0003000000000000008f,2016-07-01,Caldas,7,0.7517624361719142,0.802708427413305,0.8769199865713208,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
426_00030000000000000092,2016-07-01,Cauca,7,0.6213518505911817,0.714858896823298,0.8709511847077105,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
427_0003000000000000008f,2016-08-01,Caldas,8,0.7625305846245526,0.775400726512105,0.8574700964443562,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
427_00030000000000000092,2016-08-01,Cauca,8,0.648444328721688,0.6992859212180316,0.8789049334755829,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
428_0003000000000000008f,2016-09-01,Caldas,9,0.7608998002885669,0.7949344391868367,0.8729772011992477,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
428_00030000000000000092,2016-09-01,Cauca,9,0.6887822977628979,0.7304847214902866,0.894473522471375,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
429_0003000000000000008f,2016-10-01,Caldas,10,0.6678837921268328,0.7754071766692178,0.8847873390117574,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
429_00030000000000000092,2016-10-01,Cauca,10,0.6475024225094503,0.7149012219573632,0.8866886159229492,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
430_0003000000000000008f,2016-11-01,Caldas,11,0.7398427320664884,0.8007776692026604,0.8708916211451969,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
430_00030000000000000092,2016-11-01,Cauca,11,0.6908410122199702,0.7695737722546,0.8631918686073392,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
431_0003000000000000008f,2016-12-01,Caldas,12,0.7481568485395588,0.7988211435266434,0.8886967972306163,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
431_00030000000000000092,2016-12-01,Cauca,12,0.6328766459290035,0.7149049985892585,0.8867335292349219,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
432_0003000000000000008f,2017-01-01,Caldas,1,0.7648435733027228,0.8105009738111412,0.8886377225952176,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
432_00030000000000000092,2017-01-01,Cauca,1,0.8145156669435303,0.8476991001659365,0.8940827361795998,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
433_0003000000000000008f,2017-02-01,Caldas,2,0.8019293410806776,0.8144662463374567,0.8848103369310194,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
433_00030000000000000092,2017-02-01,Cauca,2,0.7903135889703553,0.8163821333684596,0.9100029764138468,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
434_0003000000000000008f,2017-03-01,Caldas,3,0.7191181583257148,0.7910471431410238,0.8887144481065851,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
434_00030000000000000092,2017-03-01,Cauca,3,0.7090238890003927,0.7850823422226559,0.9099116964177402,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
435_0003000000000000008f,2017-04-01,Caldas,4,0.7002211186445607,0.7597968485193104,0.8652081294134666,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
435_00030000000000000092,2017-04-01,Cauca,4,0.7041087535522161,0.7773434719614171,0.9023286672345301,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
436_0003000000000000008f,2017-05-01,Caldas,5,0.8034871031850199,0.8340239077580476,0.8964988869432324,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
436_00030000000000000092,2017-05-01,Cauca,5,0.733868968345036,0.808596099017603,0.9021912688635445,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
437_0003000000000000008f,2017-06-01,Caldas,6,0.778366220066511,0.8301048851460247,0.8925368520235717,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
437_00030000000000000092,2017-06-01,Cauca,6,0.6892231992124617,0.7774207909723668,0.8866401621442412,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
438_0003000000000000008f,2017-07-01,Caldas,7,0.7845827350404004,0.8085845806651365,0.8867044085589844,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
438_00030000000000000092,2017-07-01,Cauca,7,0.7236567803209253,0.7773607246275137,0.8945419386930652,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
439_0003000000000000008f,2017-08-01,Caldas,8,0.8074945283800727,0.8300907004046029,0.8886957163642212,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
439_00030000000000000092,2017-08-01,Cauca,8,0.7271547433180615,0.7617353157771775,0.8943842096988368,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
440_0003000000000000008f,2017-09-01,Caldas,9,0.7479400315386779,0.8105226256868685,0.884732672261419,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
440_00030000000000000092,2017-09-01,Cauca,9,0.662624593273913,0.7147792687340728,0.8709553509130679,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
441_0003000000000000008f,2017-10-01,Caldas,10,0.657082606779454,0.7285408213840319,0.8534569037629237,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
441_00030000000000000092,2017-10-01,Cauca,10,0.48537872201035204,0.5352189292028633,0.769530651764364,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
442_0003000000000000008f,2017-11-01,Caldas,11,0.6851303931061828,0.7714565677609535,0.8769290441114498,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
442_00030000000000000092,2017-11-01,Cauca,11,0.5458302712656765,0.5899055899802622,0.8476035340782944,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
443_0003000000000000008f,2017-12-01,Caldas,12,0.7999007496487301,0.822270671716491,0.8925911233256951,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
443_00030000000000000092,2017-12-01,Cauca,12,0.6828421654535297,0.7773858622840574,0.8866850478307421,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
444_0003000000000000008f,2018-01-01,Caldas,1,0.7834631354202319,0.806614099071756,0.8847823733980693,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
444_00030000000000000092,2018-01-01,Cauca,1,0.7146335234547765,0.7773918493003068,0.8944154971322686,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
445_0003000000000000008f,2018-02-01,Caldas,2,0.7345916691636839,0.7832503096474316,0.8768783479459397,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
445_00030000000000000092,2018-02-01,Cauca,2,0.6801330644961713,0.7539002555629611,0.8944295328345649,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
446_0003000000000000008f,2018-03-01,Caldas,3,0.767590495727896,0.7831776398786443,0.8612340132529434,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
446_00030000000000000092,2018-03-01,Cauca,3,0.6844551310470063,0.7460616147635477,0.8788687276996386,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
447_0003000000000000008f,2018-04-01,Caldas,4,0.7731138189804126,0.8105061669533716,0.8728971190381293,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
447_00030000000000000092,2018-04-01,Cauca,4,0.6523296521465508,0.7304931930874049,0.886655719200392,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
448_0003000000000000008f,2018-05-01,Caldas,5,0.784679049128964,0.8300821427458293,0.9003506742014903,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
448_00030000000000000092,2018-05-01,Cauca,5,0.6665413767123464,0.7696064015352654,0.8944978979900017,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
449_0003000000000000008f,2018-06-01,Caldas,6,0.7791713091247106,0.8184166232794423,0.8925113463191615,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
449_00030000000000000092,2018-06-01,Cauca,6,0.6767647978813754,0.761770694921354,0.8867440976609323,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
450_0003000000000000008f,2018-07-01,Caldas,7,0.7993723277296825,0.8105392508234879,0.8808328511521981,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
450_00030000000000000092,2018-07-01,Cauca,7,0.6317529656632268,0.7226918527377715,0.8709829279980174,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
451_0003000000000000008f,2018-08-01,Caldas,8,0.7662030210913694,0.7930145483509774,0.8708484566561208,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
451_00030000000000000092,2018-08-01,Cauca,8,0.643528515220244,0.707073234750604,0.8788024896104922,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
452_0003000000000000008f,2018-09-01,Caldas,9,0.7887219981629752,0.8027434930073448,0.876846620629932,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
452_00030000000000000092,2018-09-01,Cauca,9,0.736594081371391,0.7695654043887628,0.8707980263892304,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
453_0003000000000000008f,2018-10-01,Caldas,10,0.6043437554385659,0.6776472188660017,0.869064541664488,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
453_00030000000000000092,2018-10-01,Cauca,10,0.556715968560623,0.6367598059391054,0.8476079400760002,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
454_0003000000000000008f,2018-11-01,Caldas,11,0.7094371354101698,0.7871539612024673,0.8926207821805358,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
454_00030000000000000092,2018-11-01,Cauca,11,0.6113744970460193,0.6914430753441496,0.8632519918111867,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
455_0003000000000000008f,2018-12-01,Caldas,12,0.8266035477299383,0.8340239221811342,0.8886412296652062,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
455_00030000000000000092,2018-12-01,Cauca,12,0.7252692424446704,0.7852035328964793,0.8866992076268798,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
456_0003000000000000008f,2019-01-01,Caldas,1,0.8055232352274987,0.8144424393235454,0.8769605809169949,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
456_00030000000000000092,2019-01-01,Cauca,1,0.722676053863477,0.777352278444739,0.8945146782068504,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
457_0003000000000000008f,2019-02-01,Caldas,2,0.7413942468919031,0.7870875283718941,0.8769056249923908,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
457_00030000000000000092,2019-02-01,Cauca,2,0.6815758741241883,0.7539195628995153,0.8788758103162161,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
458_0003000000000000008f,2019-03-01,Caldas,3,0.6798833009081663,0.7637237163765241,0.8651774107317005,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
458_00030000000000000092,2019-03-01,Cauca,3,0.6064124620554525,0.6835496116489034,0.8710166498607677,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
459_0003000000000000008f,2019-04-01,Caldas,4,0.7395991690751805,0.7909922280811331,0.8925367311550486,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
459_00030000000000000092,2019-04-01,Cauca,4,0.6666845052224551,0.74611370344903,0.8944588974525018,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
460_0003000000000000008f,2019-05-01,Caldas,5,0.7559719172222614,0.8223437464824892,0.8886813780825893,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
460_00030000000000000092,2019-05-01,Cauca,5,0.7135523167918307,0.7851884744154634,0.8943920640173579,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
461_0003000000000000008f,2019-06-01,Caldas,6,0.8159698127283954,0.8223682743165468,0.8808346623503035,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
461_00030000000000000092,2019-06-01,Cauca,6,0.65910498144719,0.7538642558124005,0.8709175859667165,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
462_0003000000000000008f,2019-07-01,Caldas,7,0.7798387743012064,0.8085226352584353,0.8709124656500515,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
462_00030000000000000092,2019-07-01,Cauca,7,0.6146433560363117,0.7226717934018266,0.8866644845710079,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
463_0003000000000000008f,2019-08-01,Caldas,8,0.7697805147459182,0.7871296894873345,0.8729347604199773,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
463_00030000000000000092,2019-08-01,Cauca,8,0.6634553219781256,0.6992624758827519,0.8710148093032053,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
464_0003000000000000008f,2019-09-01,Caldas,9,0.6751492149009048,0.7363306182490679,0.8612589266207942,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
464_00030000000000000092,2019-09-01,Cauca,9,0.5800827587147658,0.6132237335693932,0.8632006905854016,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
465_0003000000000000008f,2019-10-01,Caldas,10,0.6364626040512315,0.7382789123286351,0.8709463863815076,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
465_00030000000000000092,2019-10-01,Cauca,10,0.45503498528772485,0.45706374125702715,0.8241840996371907,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
466_0003000000000000008f,2019-11-01,Caldas,11,0.76164918802711,0.8104993881997722,0.8925654997564818,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
466_00030000000000000092,2019-11-01,Cauca,11,0.6565954088039121,0.7382710488800887,0.8788649292212241,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
467_0003000000000000008f,2019-12-01,Caldas,12,0.7482198415678061,0.8066119192745893,0.888722842578008,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
467_00030000000000000092,2019-12-01,Cauca,12,0.6445692205765804,0.7460978959844533,0.8866612364468146,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
468_0003000000000000008f,2020-01-01,Caldas,1,0.7973829379096974,0.8144644983024536,0.8729725542033224,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
468_00030000000000000092,2020-01-01,Cauca,1,0.7492107417000493,0.8007773004351777,0.8866706479691883,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
469_0003000000000000008f,2020-02-01,Caldas,2,0.7737227961839197,0.7909910629832356,0.865159244405057,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
469_00030000000000000092,2020-02-01,Cauca,2,0.7598338836718602,0.7929976370671938,0.8866667549699869,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
470_0003000000000000008f,2020-03-01,Caldas,3,0.7649730997786018,0.7987541873888963,0.8964828016393865,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
470_00030000000000000092,2020-03-01,Cauca,3,0.7183738895962443,0.7773828385269863,0.8867012945089534,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
471_0003000000000000008f,2020-04-01,Caldas,4,0.7086934252769919,0.7676516212255394,0.8769013031975718,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
471_00030000000000000092,2020-04-01,Cauca,4,0.6886304116840595,0.7696128505457708,0.886610577685041,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
472_0003000000000000008f,2020-05-01,Caldas,5,0.7820817636908689,0.8223366405105248,0.8925163178432077,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
472_00030000000000000092,2020-05-01,Cauca,5,0.7241801393821228,0.8085363452000844,0.9099793920377005,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
473_0003000000000000008f,2020-06-01,Caldas,6,0.7857320537074193,0.8262038246730022,0.8925821160147627,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
473_00030000000000000092,2020-06-01,Cauca,6,0.7007208896597374,0.7774044954628352,0.8866514626721574,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
474_0003000000000000008f,2020-07-01,Caldas,7,0.8027857060940135,0.8242729914140187,0.8943730053885279,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
474_00030000000000000092,2020-07-01,Cauca,7,0.7064220144786173,0.7773560253103913,0.8865608473151964,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
475_0003000000000000008f,2020-08-01,Caldas,8,0.7566250430698006,0.7988354799683909,0.8808588719439696,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
475_00030000000000000092,2020-08-01,Cauca,8,0.7160001997133906,0.7774410681141293,0.8866642720761526,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
476_0003000000000000008f,2020-09-01,Caldas,9,0.7713886413490523,0.8026957722423873,0.8887291414561634,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
476_00030000000000000092,2020-09-01,Cauca,9,0.6863526489012673,0.7226695824407661,0.8709655774622558,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
477_0003000000000000008f,2020-10-01,Caldas,10,0.7277730377480653,0.7910018985244595,0.8847172872776532,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
477_00030000000000000092,2020-10-01,Cauca,10,0.7234976130520044,0.7617544002622392,0.8944682197670341,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
478_0003000000000000008f,2020-11-01,Caldas,11,0.7199928685424788,0.7929776379317897,0.8708910248918011,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
478_00030000000000000092,2020-11-01,Cauca,11,0.4680208308852926,0.47270781406507123,0.8007382283635668,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
479_0003000000000000008f,2020-12-01,Caldas,12,0.7209885051283483,0.7910311637656074,0.8925355076344283,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
479_00030000000000000092,2020-12-01,Cauca,12,0.6558892998605861,0.7382599993962986,0.8867616196952519,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
480_0003000000000000008f,2021-01-01,Caldas,1,0.7912993556417455,0.8144649313795863,0.8848230345979257,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
480_00030000000000000092,2021-01-01,Cauca,1,0.7307817077307759,0.7929846752694683,0.8865565694943192,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
481_0003000000000000008f,2021-02-01,Caldas,2,0.7311332422392526,0.7832309182068479,0.8769082894155231,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
481_00030000000000000092,2021-02-01,Cauca,2,0.6370504849581271,0.7227130662275849,0.8708956205073498,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
482_0003000000000000008f,2021-03-01,Caldas,3,0.7017730747886032,0.7676397107146659,0.876875460736542,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
482_00030000000000000092,2021-03-01,Cauca,3,0.6661772838397125,0.7538863016277936,0.8867728718859095,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
483_0003000000000000008f,2021-04-01,Caldas,4,0.7341210217236452,0.7832228674698863,0.8769719384670231,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
483_00030000000000000092,2021-04-01,Cauca,4,0.673973875118078,0.7382609378830173,0.8789447985700505,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
484_0003000000000000008f,2021-05-01,Caldas,5,0.7280810700393566,0.7949319725678275,0.8848642422609483,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
484_00030000000000000092,2021-05-01,Cauca,5,0.6772855919874543,0.7617629046733032,0.8945124607306999,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
485_0003000000000000008f,2021-06-01,Caldas,6,0.7565583353372154,0.8163975373683046,0.8867076737254559,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
485_00030000000000000092,2021-06-01,Cauca,6,0.749616729183632,0.8164595063235994,0.902120013330885,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
486_0003000000000000008f,2021-07-01,Caldas,7,0.7850319672934318,0.8262364175679746,0.8926160916312523,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
486_00030000000000000092,2021-07-01,Cauca,7,0.6560397733315753,0.7460531652268675,0.8945508073950509,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
487_0003000000000000008f,2021-08-01,Caldas,8,0.7582396403024982,0.7909846080165227,0.8808955109554233,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
487_00030000000000000092,2021-08-01,Cauca,8,0.6981459715449722,0.7617729863185061,0.9023071114402557,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
488_0003000000000000008f,2021-09-01,Caldas,9,0.7797736351686181,0.8026922129778524,0.8807943458241955,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
488_00030000000000000092,2021-09-01,Cauca,9,0.7302160064207972,0.761768434980505,0.8708868949270927,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
489_0003000000000000008f,2021-10-01,Caldas,10,0.6172416333581247,0.7148641587703893,0.8553441146948111,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
489_00030000000000000092,2021-10-01,Cauca,10,0.5382262058152888,0.5899007744149061,0.8476037287535453,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
490_0003000000000000008f,2021-11-01,Caldas,11,0.7216876283698117,0.7831986801597001,0.8847333934644832,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
490_00030000000000000092,2021-11-01,Cauca,11,0.6288324389930678,0.6992147232054453,0.8867661476274437,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
491_0003000000000000008f,2021-12-01,Caldas,12,0.6987044189493908,0.7831323872603574,0.8925821897000614,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
491_00030000000000000092,2021-12-01,Cauca,12,0.5837706567415835,0.6523906613958836,0.87099166143931,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
492_0003000000000000008f,2022-01-01,Caldas,1,0.7276319175862015,0.7910086005649323,0.8690588297110083,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
492_00030000000000000092,2022-01-01,Cauca,1,0.7122450676788156,0.7774252582529528,0.8708487299788791,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
493_0003000000000000008f,2022-02-01,Caldas,2,0.7051702292883173,0.7714668141201283,0.8769146980704035,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
493_00030000000000000092,2022-02-01,Cauca,2,0.5887609581407836,0.6367268095308064,0.8632225852019845,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
494_0003000000000000008f,2022-03-01,Caldas,3,0.7310283413457763,0.7832180519568566,0.884731093285169,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
494_00030000000000000092,2022-03-01,Cauca,3,0.7215178059837583,0.7851792189002197,0.886689037126969,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
495_0003000000000000008f,2022-04-01,Caldas,4,0.7356171431321294,0.8144577430887943,0.9004042536468013,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
495_00030000000000000092,2022-04-01,Cauca,4,0.7303411996561965,0.7930173612589306,0.8866628602351084,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
496_0003000000000000008f,2022-05-01,Caldas,5,0.6685388290051255,0.7401713091426516,0.8808715944682103,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
496_00030000000000000092,2022-05-01,Cauca,5,0.6574797488387417,0.7383019535083722,0.878880769892845,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
497_0003000000000000008f,2022-06-01,Caldas,6,0.7018171494574441,0.7832132143158631,0.892591295650188,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
497_00030000000000000092,2022-06-01,Cauca,6,0.7325766845341747,0.7929643915097052,0.9100231458284499,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
498_0003000000000000008f,2022-07-01,Caldas,7,0.7723330859899636,0.8184267707488193,0.8886159032721409,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
498_00030000000000000092,2022-07-01,Cauca,7,0.6984757313393876,0.7696166963144819,0.8944505099315211,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
499_0003000000000000008f,2022-08-01,Caldas,8,0.7427415297353853,0.798833771536334,0.8925934499181402,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
499_00030000000000000092,2022-08-01,Cauca,8,0.7673673792873112,0.8007792671061149,0.8944379790015177,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
500_0003000000000000008f,2022-09-01,Caldas,9,0.7078837851532522,0.7832118273099941,0.8886021220885941,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
500_00030000000000000092,2022-09-01,Cauca,9,0.7112713434558093,0.761754962804909,0.886667782809334,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
501_0003000000000000008f,2022-10-01,Caldas,10,0.4457501451668741,0.41003868436782354,0.8397623814859241,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
501_00030000000000000092,2022-10-01,Cauca,10,0.4329734420814973,0.3944761505507406,0.8163614469643852,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
502_0003000000000000008f,2022-11-01,Caldas,11,0.7313151139965521,0.7910784873447256,0.8887365532029236,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
502_00030000000000000092,2022-11-01,Cauca,11,0.5783079005211137,0.6914688114402541,0.8632260948557009,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
503_0003000000000000008f,2022-12-01,Caldas,12,0.7293765118494151,0.7773293788200588,0.8710391203618607,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
503_00030000000000000092,2022-12-01,Cauca,12,0.7390944197169791,0.7930199022707419,0.8787512948022957,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
504_0003000000000000008f,2023-01-01,Caldas,1,0.780757323927265,0.8066063925589917,0.8808875564653235,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
504_00030000000000000092,2023-01-01,Cauca,1,0.7240827154533506,0.7695139987966858,0.8945071695538205,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
505_0003000000000000008f,2023-02-01,Caldas,2,0.7585907122105775,0.7909702244727854,0.8847962071691919,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
505_00030000000000000092,2023-02-01,Cauca,2,0.7499798918069343,0.8008027558415042,0.8866707009977804,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
506_0003000000000000008f,2023-03-01,Caldas,3,0.7928425184466871,0.8301286728561497,0.8926262899328389,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
506_00030000000000000092,2023-03-01,Cauca,3,0.6905489624878246,0.7852044695784822,0.9020177708364298,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
507_0003000000000000008f,2023-04-01,Caldas,4,0.7891775157594798,0.8301573402148785,0.8847679626259637,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
