system:index,date_ref,depto,month,ndvi_mean,ndvi_median,ndvi_p90,year,.geo
251_0003000000000000008f,2001-12-01,Caldas,12,0.7403094589807278,0.800762923404144,0.8867237556840902,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
251_00030000000000000092,2001-12-01,Cauca,12,0.6280119451979888,0.7070436131033387,0.8709174155330037,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
252_0003000000000000008f,2002-01-01,Caldas,1,0.8037329677953067,0.8223249265173899,0.8886423321675244,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
252_00030000000000000092,2002-01-01,Cauca,1,0.7757757256903222,0.8164012815533068,0.8866277316304866,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
253_0003000000000000008f,2002-02-01,Caldas,2,0.7453812035258557,0.7792342259977687,0.8652313509006163,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
253_00030000000000000092,2002-02-01,Cauca,2,0.6969208317011699,0.7538821457354328,0.8789028400517435,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
254_0003000000000000008f,2002-03-01,Caldas,3,0.6841949406236476,0.7324437642264573,0.8457115340637436,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
254_00030000000000000092,2002-03-01,Cauca,3,0.5985034618666634,0.6835715357899895,0.8397980469451793,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
255_0003000000000000008f,2002-04-01,Caldas,4,0.748634473248004,0.7948995740956917,0.8651530306893298,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
255_00030000000000000092,2002-04-01,Cauca,4,0.7284641522275409,0.7773422055076659,0.8945389523435777,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
256_0003000000000000008f,2002-05-01,Caldas,5,0.7660953449982686,0.8027538248079331,0.8691078164799076,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
256_00030000000000000092,2002-05-01,Cauca,5,0.6935737422900298,0.7695980495659125,0.8867811600889447,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
257_0003000000000000008f,2002-06-01,Caldas,6,0.7920681747038298,0.814388936646977,0.869081348804632,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
257_00030000000000000092,2002-06-01,Cauca,6,0.7144394291442618,0.7851665768810889,0.8865421118946378,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
258_0003000000000000008f,2002-07-01,Caldas,7,0.7823735341720468,0.7988600892975906,0.8651760745508533,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
258_00030000000000000092,2002-07-01,Cauca,7,0.582925155062073,0.6601206248308527,0.8554353716749608,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
259_0003000000000000008f,2002-08-01,Caldas,8,0.7452167105326071,0.7754330218758115,0.8534470804978734,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
259_00030000000000000092,2002-08-01,Cauca,8,0.590643177652422,0.6445794094419204,0.8476725448521106,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
260_0003000000000000008f,2002-09-01,Caldas,9,0.759473629632759,0.7832220946969093,0.8612279528755192,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
260_00030000000000000092,2002-09-01,Cauca,9,0.6729792951052394,0.714874813699116,0.8631243614595736,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
261_0003000000000000008f,2002-10-01,Caldas,10,0.617553267796634,0.7305912671890915,0.8553646109344876,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
261_00030000000000000092,2002-10-01,Cauca,10,0.5206754340960676,0.5585892829711893,0.8476737963032591,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
262_0003000000000000008f,2002-11-01,Caldas,11,0.7550071261140954,0.8007372960738045,0.8787253898439723,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
262_00030000000000000092,2002-11-01,Cauca,11,0.6463440208593323,0.7149089808141514,0.8788664729376082,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
263_0003000000000000008f,2002-12-01,Caldas,12,0.749307284905064,0.7909961249630296,0.8769458307437599,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
263_00030000000000000092,2002-12-01,Cauca,12,0.7145038744068378,0.7695071933411914,0.8867424002758449,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
264_0003000000000000008f,2003-01-01,Caldas,1,0.7729386058794122,0.7988098047589929,0.8651737728881078,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
264_00030000000000000092,2003-01-01,Cauca,1,0.7500901303593008,0.7852051487306175,0.8866582541898728,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
265_0003000000000000008f,2003-02-01,Caldas,2,0.7633083412854623,0.7871445841773672,0.8768477746642258,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
265_00030000000000000092,2003-02-01,Cauca,2,0.6498947908627749,0.7226880919258062,0.8788366093802118,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
266_0003000000000000008f,2003-03-01,Caldas,3,0.762888524720487,0.7792755446482363,0.8573062967792746,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
266_00030000000000000092,2003-03-01,Cauca,3,0.7426544134737293,0.7851705747766915,0.8944853304202443,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
267_0003000000000000008f,2003-04-01,Caldas,4,0.768384852618185,0.8065654747187296,0.8651607229507585,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
267_00030000000000000092,2003-04-01,Cauca,4,0.6880080383977953,0.7851536223303239,0.8787033304372145,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
268_0003000000000000008f,2003-05-01,Caldas,5,0.768470271829425,0.814440568932898,0.8847170237679035,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
268_00030000000000000092,2003-05-01,Cauca,5,0.6560829273773038,0.7460597928255109,0.8867801455730365,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
269_0003000000000000008f,2003-06-01,Caldas,6,0.7481264938731174,0.7988426435908748,0.8729496258190341,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
269_00030000000000000092,2003-06-01,Cauca,6,0.7136817614527533,0.7773322323818166,0.8788202533479575,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
270_0003000000000000008f,2003-07-01,Caldas,7,0.7622580422959844,0.79883852404336,0.861252039761566,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
270_00030000000000000092,2003-07-01,Cauca,7,0.6868321627777312,0.7617870298877254,0.8867719262167697,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
271_0003000000000000008f,2003-08-01,Caldas,8,0.7918583899769706,0.8105334042760619,0.8690186527862787,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
271_00030000000000000092,2003-08-01,Cauca,8,0.6202596440118706,0.6835686554931898,0.8709662481172405,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
272_0003000000000000008f,2003-09-01,Caldas,9,0.6582561864665573,0.7363188278063656,0.8534518931977664,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
272_00030000000000000092,2003-09-01,Cauca,9,0.5799555203650771,0.6445909619558835,0.8397052054792564,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
273_0003000000000000008f,2003-10-01,Caldas,10,0.6897916417948531,0.7636828184863904,0.8651525233959503,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
273_00030000000000000092,2003-10-01,Cauca,10,0.6076236311156856,0.6757371050480255,0.8553980999058516,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
274_0003000000000000008f,2003-11-01,Caldas,11,0.7419051619486529,0.783173584735559,0.8729065695700609,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
274_00030000000000000092,2003-11-01,Cauca,11,0.72119142212602,0.7617520660535038,0.8945126402354704,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
275_0003000000000000008f,2003-12-01,Caldas,12,0.7724775680308323,0.8027297441329794,0.876896968089429,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
275_00030000000000000092,2003-12-01,Cauca,12,0.6589895451358844,0.7382973323620705,0.8710142273674248,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
276_0003000000000000008f,2004-01-01,Caldas,1,0.7807398268754662,0.8027301826492884,0.8689390652626335,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
276_00030000000000000092,2004-01-01,Cauca,1,0.7588642404485095,0.8007787989592441,0.8944629092720044,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
277_0003000000000000008f,2004-02-01,Caldas,2,0.766268768051914,0.7793203674923015,0.8612458724511224,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
277_00030000000000000092,2004-02-01,Cauca,2,0.7416067913881341,0.7851770928213891,0.886676547253926,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
278_0003000000000000008f,2004-03-01,Caldas,3,0.750728024842131,0.7754040317740728,0.8612371380218679,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
278_00030000000000000092,2004-03-01,Cauca,3,0.7072129112667627,0.7382491057326895,0.8711410287509185,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
279_0003000000000000008f,2004-04-01,Caldas,4,0.7626380687275258,0.7909754584590319,0.8690445365803536,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
279_00030000000000000092,2004-04-01,Cauca,4,0.6636177754348213,0.7305121456172711,0.8709726883895986,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
280_0003000000000000008f,2004-05-01,Caldas,5,0.7748386953325289,0.8105555454231421,0.8729928796399752,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
280_00030000000000000092,2004-05-01,Cauca,5,0.6045710551979532,0.7227426034001408,0.8709643145359137,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
281_0003000000000000008f,2004-06-01,Caldas,6,0.7979148872444485,0.8163614230326413,0.8708847990539453,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
281_00030000000000000092,2004-06-01,Cauca,6,0.6922326589576513,0.7617876162657545,0.886714811435992,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
282_0003000000000000008f,2004-07-01,Caldas,7,0.7773667207779847,0.7988484573239015,0.8651427845116552,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
282_00030000000000000092,2004-07-01,Cauca,7,0.6613087579884539,0.7460172429720425,0.8865405160186829,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
283_0003000000000000008f,2004-08-01,Caldas,8,0.7468089112096232,0.7676216474164337,0.8417734357488313,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
283_00030000000000000092,2004-08-01,Cauca,8,0.5864974769227916,0.6289086609296002,0.8476547989265314,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_0003000000000000008f,2004-09-01,Caldas,9,0.7315832865630529,0.7910482186462592,0.8689999903908958,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00030000000000000092,2004-09-01,Cauca,9,0.6620679552881118,0.7148829844619162,0.8788995701924518,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_0003000000000000008f,2004-10-01,Caldas,10,0.7459083169148195,0.7949183314519207,0.8848114019291504,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00030000000000000092,2004-10-01,Cauca,10,0.6860573523965031,0.7382924262334088,0.8788941495501159,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_0003000000000000008f,2004-11-01,Caldas,11,0.647543022979766,0.7089767141734197,0.8495930905479722,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00030000000000000092,2004-11-01,Cauca,11,0.5569730633947408,0.6445729897375433,0.8320427970801644,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
287_0003000000000000008f,2004-12-01,Caldas,12,0.7055664227977916,0.7714632618777262,0.8769183999577296,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
287_00030000000000000092,2004-12-01,Cauca,12,0.693896072874883,0.7695742300121184,0.8944940010417834,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
288_0003000000000000008f,2005-01-01,Caldas,1,0.7122972135425094,0.7637189428058018,0.8729649855413866,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
288_00030000000000000092,2005-01-01,Cauca,1,0.7003541182511602,0.7696379215603779,0.8788350083128499,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
289_0003000000000000008f,2005-02-01,Caldas,2,0.6988200853896143,0.7792827489782703,0.8691475211007424,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
289_00030000000000000092,2005-02-01,Cauca,2,0.6446596615211981,0.7226689550217468,0.8789169279747951,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
290_0003000000000000008f,2005-03-01,Caldas,3,0.7707803076372868,0.7987993202697152,0.8691369071339792,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
290_00030000000000000092,2005-03-01,Cauca,3,0.6414883452189589,0.6991860682883702,0.8866565019715758,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
291_0003000000000000008f,2005-04-01,Caldas,4,0.7519821253479124,0.7871303877476247,0.8611815202213927,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
291_00030000000000000092,2005-04-01,Cauca,4,0.7208526533610449,0.7696118273047821,0.8786539886823646,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
292_0003000000000000008f,2005-05-01,Caldas,5,0.7967238262874232,0.8144109959035939,0.8808781647740322,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
292_00030000000000000092,2005-05-01,Cauca,5,0.7426152269835057,0.7929972187627209,0.886593747611799,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
293_0003000000000000008f,2005-06-01,Caldas,6,0.7982943854810212,0.8222978395145008,0.8769404881005438,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
293_00030000000000000092,2005-06-01,Cauca,6,0.7205930883353506,0.785187358638738,0.8866232806597374,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
294_0003000000000000008f,2005-07-01,Caldas,7,0.7664233351650422,0.7831966596403444,0.8573792976003878,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
294_00030000000000000092,2005-07-01,Cauca,7,0.6289869163482352,0.6992257788606328,0.863229928421114,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
295_0003000000000000008f,2005-08-01,Caldas,8,0.7442964198764488,0.7714864352453702,0.8534965983409332,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
295_00030000000000000092,2005-08-01,Cauca,8,0.6262565825600566,0.6679142183422538,0.8632068389693855,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
296_0003000000000000008f,2005-09-01,Caldas,9,0.7340103138140468,0.7871548942922809,0.8769701441867803,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
296_00030000000000000092,2005-09-01,Cauca,9,0.6367316017557836,0.6835433118556429,0.863169719916215,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
297_0003000000000000008f,2005-10-01,Caldas,10,0.5643492756410644,0.6190879124768527,0.8300919654128319,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
297_00030000000000000092,2005-10-01,Cauca,10,0.461398346676457,0.48051838988377377,0.8085577696575301,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
298_0003000000000000008f,2005-11-01,Caldas,11,0.7337737348718943,0.7930034902087417,0.87879668803799,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
298_00030000000000000092,2005-11-01,Cauca,11,0.7312893507242165,0.7773740518411898,0.8788517029056222,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
299_0003000000000000008f,2005-12-01,Caldas,12,0.764194614996233,0.8026484265164082,0.8848777515821489,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
299_00030000000000000092,2005-12-01,Cauca,12,0.6753489782581271,0.7617486947795181,0.8866981898056735,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
300_0003000000000000008f,2006-01-01,Caldas,1,0.7480154071436907,0.790982793222508,0.88084522577202,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
300_00030000000000000092,2006-01-01,Cauca,1,0.6581843006500461,0.7382781041544957,0.8788597428302252,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
301_0003000000000000008f,2006-02-01,Caldas,2,0.7559536536542273,0.7949271446753894,0.869103212378095,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
301_00030000000000000092,2006-02-01,Cauca,2,0.7311984612196571,0.800777836188026,0.8866355138207767,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
302_0003000000000000008f,2006-03-01,Caldas,3,0.7208085882522908,0.7910294837466747,0.8769443416733802,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
302_00030000000000000092,2006-03-01,Cauca,3,0.6253988309632886,0.7149404535003749,0.870980844581,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
303_0003000000000000008f,2006-04-01,Caldas,4,0.7023808715891554,0.7597536929284074,0.8534270562404149,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
303_00030000000000000092,2006-04-01,Cauca,4,0.6197470135256659,0.7071401114393279,0.8631947526462139,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
304_0003000000000000008f,2006-05-01,Caldas,5,0.7796459589702484,0.8163736721305395,0.8787879220507195,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
304_00030000000000000092,2006-05-01,Cauca,5,0.7188879545890511,0.7851473967960969,0.8866057871568691,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
305_0003000000000000008f,2006-06-01,Caldas,6,0.7855157328000014,0.8065870507620396,0.8690546307082205,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
305_00030000000000000092,2006-06-01,Cauca,6,0.6874658374591164,0.7696024560551954,0.8788816252677754,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
306_0003000000000000008f,2006-07-01,Caldas,7,0.7636437981967151,0.7871134617057243,0.8612687323214246,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
306_00030000000000000092,2006-07-01,Cauca,7,0.6747349185619307,0.7304221163902345,0.8788314766796255,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
307_0003000000000000008f,2006-08-01,Caldas,8,0.7625652841592959,0.7831969070757786,0.8651630310612594,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
307_00030000000000000092,2006-08-01,Cauca,8,0.6856760706567461,0.7305187347494551,0.8788696047437552,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
308_0003000000000000008f,2006-09-01,Caldas,9,0.7624322112468064,0.7870943031516728,0.8573022910492925,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
308_00030000000000000092,2006-09-01,Cauca,9,0.6250447727727589,0.667940968365136,0.855333274136072,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
309_0003000000000000008f,2006-10-01,Caldas,10,0.6937719311116807,0.7695939445275595,0.8631583333129728,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
309_00030000000000000092,2006-10-01,Cauca,10,0.6506887206897362,0.6914215808107562,0.8630662063473833,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
310_0003000000000000008f,2006-11-01,Caldas,11,0.6679407444710247,0.7519842516980352,0.8769443179891216,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
310_00030000000000000092,2006-11-01,Cauca,11,0.6317007959131378,0.7070579422001457,0.8709667737954327,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
311_0003000000000000008f,2006-12-01,Caldas,12,0.7787102042328651,0.8086189270307266,0.8866041750277863,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
311_00030000000000000092,2006-12-01,Cauca,12,0.7017665576381862,0.7773517301806488,0.8945301242006937,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
312_0003000000000000008f,2007-01-01,Caldas,1,0.7834854883180334,0.806634163129056,0.8729643871501453,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
312_00030000000000000092,2007-01-01,Cauca,1,0.7168264447969734,0.7851936591759329,0.8787864763634311,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
313_0003000000000000008f,2007-02-01,Caldas,2,0.7728823073926879,0.7870746047109476,0.8651575564620844,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
313_00030000000000000092,2007-02-01,Cauca,2,0.7691096579843317,0.8007565099362395,0.8786913238826346,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
314_0003000000000000008f,2007-03-01,Caldas,3,0.653907222630622,0.6972529775979419,0.8417843822345696,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
314_00030000000000000092,2007-03-01,Cauca,3,0.6272417172226362,0.6913829203686912,0.8789087216897357,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
315_0003000000000000008f,2007-04-01,Caldas,4,0.7067983181635347,0.7870991201457515,0.8690597760919506,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
315_00030000000000000092,2007-04-01,Cauca,4,0.6135091861012193,0.6992780343078944,0.8788428443887422,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
316_0003000000000000008f,2007-05-01,Caldas,5,0.7038402692020603,0.78320622668573,0.8768248100130754,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
316_00030000000000000092,2007-05-01,Cauca,5,0.612743115051293,0.6913542145681248,0.8787972299552453,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
317_0003000000000000008f,2007-06-01,Caldas,6,0.7967318273949896,0.8164386994888756,0.8708763748220016,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
317_00030000000000000092,2007-06-01,Cauca,6,0.6433236888151588,0.7618296667040986,0.8866890130668165,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
318_0003000000000000008f,2007-07-01,Caldas,7,0.7824258516554075,0.8026693817576999,0.8691025031653585,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
318_00030000000000000092,2007-07-01,Cauca,7,0.7325310059891231,0.7695559106928772,0.8788124845903885,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
319_0003000000000000008f,2007-08-01,Caldas,8,0.7750967497528382,0.8027066461559996,0.8690168433956439,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
319_00030000000000000092,2007-08-01,Cauca,8,0.6003050218061912,0.6992948312677755,0.8789392897020565,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
320_0003000000000000008f,2007-09-01,Caldas,9,0.781143897604729,0.8066187449380963,0.8729614864488396,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
320_00030000000000000092,2007-09-01,Cauca,9,0.6130896309189886,0.6757369665848939,0.8788547310974921,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
321_0003000000000000008f,2007-10-01,Caldas,10,0.6450842544906642,0.7460264649036802,0.8630733105651087,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
321_00030000000000000092,2007-10-01,Cauca,10,0.4550425742268451,0.4648256947034419,0.7929771303451424,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
322_0003000000000000008f,2007-11-01,Caldas,11,0.7791059642217676,0.80656744369135,0.8769491877237754,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
322_00030000000000000092,2007-11-01,Cauca,11,0.6435330477266182,0.7305041201916538,0.8789467083492353,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
323_0003000000000000008f,2007-12-01,Caldas,12,0.7196675300342816,0.7793118762401796,0.8768847465619319,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
323_00030000000000000092,2007-12-01,Cauca,12,0.5980363513436978,0.6601657574945904,0.878922516184868,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
324_0003000000000000008f,2008-01-01,Caldas,1,0.7564535740308924,0.7792731614596469,0.8573850697998232,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
324_00030000000000000092,2008-01-01,Cauca,1,0.6692491779999219,0.7460934937492246,0.8709919725501991,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
325_0003000000000000008f,2008-02-01,Caldas,2,0.6997347379039035,0.7715392307767713,0.8690725636377488,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
325_00030000000000000092,2008-02-01,Cauca,2,0.6446791920142799,0.722704727928654,0.8630816246000302,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
326_0003000000000000008f,2008-03-01,Caldas,3,0.6891966718079052,0.7696385211659446,0.8552375681481342,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
326_00030000000000000092,2008-03-01,Cauca,3,0.7066036844447505,0.769530103036901,0.8867243331087374,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
327_0003000000000000008f,2008-04-01,Caldas,4,0.7224426132816136,0.7754066988713764,0.8612270898071659,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
327_00030000000000000092,2008-04-01,Cauca,4,0.6688882131143956,0.74607083614012,0.8709471098635561,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
328_0003000000000000008f,2008-05-01,Caldas,5,0.7232919107968283,0.794955278636082,0.8729836248267725,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
328_00030000000000000092,2008-05-01,Cauca,5,0.6657703826275028,0.7695684318812875,0.8788568101038391,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
329_0003000000000000008f,2008-06-01,Caldas,6,0.736308638716866,0.7871614047252641,0.8690566934457125,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
329_00030000000000000092,2008-06-01,Cauca,6,0.7172478951827204,0.7851159313885168,0.8787939702171349,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
330_0003000000000000008f,2008-07-01,Caldas,7,0.798608050856508,0.8183342873860682,0.8768794562931512,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
330_00030000000000000092,2008-07-01,Cauca,7,0.6832255482174834,0.7695923159589245,0.886754634340229,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
331_0003000000000000008f,2008-08-01,Caldas,8,0.7252420128379923,0.7696332739825088,0.8631078673521633,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
331_00030000000000000092,2008-08-01,Cauca,8,0.7619033202681569,0.7929608564325289,0.8867046311478795,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
332_0003000000000000008f,2008-09-01,Caldas,9,0.6913645222450292,0.7363534658117826,0.8573973306880991,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
332_00030000000000000092,2008-09-01,Cauca,9,0.6429792814825827,0.7071009535200836,0.8632092293984808,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
333_0003000000000000008f,2008-10-01,Caldas,10,0.7215535818260274,0.7754168397193949,0.8729225453192094,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
333_00030000000000000092,2008-10-01,Cauca,10,0.6198462768030407,0.6914257638490144,0.8631720438478739,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
334_0003000000000000008f,2008-11-01,Caldas,11,0.4999478233887597,0.5430040485565563,0.8007647578240756,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
334_00030000000000000092,2008-11-01,Cauca,11,0.4263952468347197,0.3788360145531253,0.8242333274178131,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
335_0003000000000000008f,2008-12-01,Caldas,12,0.738377521237567,0.7949321894832038,0.880874994403057,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
335_00030000000000000092,2008-12-01,Cauca,12,0.6643649858660345,0.7383013485245589,0.8788010227127278,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
336_0003000000000000008f,2009-01-01,Caldas,1,0.7036486010588703,0.7676485663792969,0.8691489227598777,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
